시간,환경 감시_수평면,환경 감시_외기온도,환경 감시_경사면,환경 감시_모듈온도,축구장_누적발전량,축구장_시간당발전량,학생회관_누적발전량,학생회관_시간당발전량,중앙창고_누적발전량,중앙창고_시간당발전량,학사과정_누적발전량,학사과정_시간당발전량,다산빌딩_누적발전량,다산빌딩_시간당발전량,시설관리동_누적발전량,시설관리동_시간당발전량,대학C동_누적발전량,대학C동_시간당발전량,동물실험동_누적발전량,동물실험동_시간당발전량,중앙도서관_누적발전량,중앙도서관_시간당발전량,LG도서관_누적발전량,LG도서관_시간당발전량,신재생에너지동_누적발전량,신재생에너지동_시간당발전량,삼성환경동_누적발전량,삼성환경동_시간당발전량,중앙연구기기센터_누적발전량,중앙연구기기센터_시간당발전량,산업협력관_누적발전량,산업협력관_시간당발전량,기숙사 B동_누적발전량,기숙사 B동_시간당발전량,자연과학동_누적발전량,자연과학동_시간당발전량
2022-08-05 01:00:00,0.0,26.0,0.0,24.2,773232.6,0.0,237230.6,0.0,91762.7,0.0,378231.1,0.0,560242.0,0.0,358573.7,0.0,88281.1,0.0,309442.1,0.0,137805.3,0.0,184397.7,0.0,328495.3,0.0,272298.5,0.0,477385.5,0.0,311368.1,0.0,106147.6,0.0,124476.897,0.0
2022-08-05 02:00:00,0.0,26.0,0.0,24.2,773232.6,0.0,237230.6,0.0,91762.7,0.0,378231.1,0.0,560242.0,0.0,358573.7,0.0,88281.1,0.0,309442.1,0.0,137805.3,0.0,184397.7,0.0,328495.3,0.0,272298.5,0.0,477385.5,0.0,311368.1,0.0,106147.6,0.0,124476.897,0.0
2022-08-05 03:00:00,0.0,25.9,0.0,24.3,773232.6,0.0,237230.6,0.0,91762.7,0.0,378231.1,0.0,560242.0,0.0,358573.7,0.0,88281.1,0.0,309442.1,0.0,137805.3,0.0,184397.7,0.0,328495.3,0.0,272298.5,0.0,477385.5,0.0,311368.1,0.0,106147.6,0.0,124476.897,0.0
2022-08-05 04:00:00,0.0,26.4,0.0,25.6,773232.6,0.0,237230.6,0.0,91762.7,0.0,378231.1,0.0,560242.0,0.0,358573.7,0.0,88281.1,0.0,309442.1,0.0,137805.3,0.0,184397.7,0.0,328495.3,0.0,272298.5,0.0,477385.5,0.0,311368.1,0.0,106147.6,0.0,125239.795,0.0
2022-08-05 05:00:00,0.0,26.1,0.0,24.6,773232.6,0.0,237230.6,0.0,91762.7,0.0,378231.1,0.0,560242.0,0.0,358573.7,0.0,88281.1,0.0,309442.1,0.0,137805.3,0.0,184397.7,0.0,328495.3,0.0,272298.5,0.0,477385.5,0.0,311368.1,0.0,106147.6,0.0,124475.26400000001,0.0
2022-08-05 06:00:00,5.0,26.1,6.0,25.6,773232.6,0.0,237230.6,0.0,91762.7,0.0,378231.1,0.0,560242.0,-0.2,358573.7,-0.4,88281.1,0.1,309442.1,0.2,137805.3,0.1,184397.7,0.0,328495.4,0.5,272298.5,0.0,477385.5,0.0,311368.2,0.8,106147.6,0.0,129015.28899999999,9.202000000000005
2022-08-05 07:00:00,14.0,27.1,13.0,25.8,773233.5,-0.8,237231.5,0.3,91763.1,0.0,378231.2,0.0,560242.3,0.0,358574.3,-0.3,88281.6,0.4,309443.1,0.5,137805.9,0.3,184398.3,0.0,328496.6,0.7,272299.1,0.0,477386.9,0.0,311371.1,1.4,106148.7,0.6,128456.58799999999,21.506
2022-08-05 08:00:00,45.0,27.9,43.0,26.3,773235.8,2.5,237233.1,1.6,91763.8,0.8,378231.9,0.8,560243.3,1.1,358576.5,2.0,88282.4,0.8,309444.8,1.8,137807.0,1.2,184399.8,1.5,328499.6,3.2,272301.3,2.4,477390.9,4.3,311375.9,5.0,106150.5,1.9,124623.48300000007,26.146999999999995
2022-08-05 09:00:00,187.0,31.8,182.0,33.4,773242.0,31.2,237236.3,7.7,91765.6,4.3,378233.7,7.3,560245.5,6.5,358581.3,12.1,88283.6,3.4,309447.9,10.3,137809.1,4.6,184402.5,6.5,328504.5,12.7,272305.5,11.6,477398.6,20.7,311384.7,29.1,106154.1,18.2,124656.431,60.59099999999995
2022-08-05 10:00:00,355.0,38.0,317.0,42.3,773264.2,15.7,237248.7,11.3,91773.9,8.6,378240.8,8.9,560254.5,10.0,358603.1,22.2,88287.4,8.8,309458.4,8.3,137817.1,12.6,184413.2,25.3,328522.8,29.2,272321.3,13.9,477427.7,27.5,311414.8,23.6,106166.8,24.6,124662.795,87.84499999999998
2022-08-05 11:00:00,1025.0,42.0,979.0,47.7,773296.8,68.5,237268.4,13.7,91786.9,23.9,378251.1,5.6,560268.1,18.8,358638.9,66.1,88293.1,4.5,309473.1,9.4,137830.0,21.0,184430.6,32.4,328551.1,34.2,272345.7,44.9,477472.4,29.2,311456.8,25.6,106185.4,10.8,124752.91399999999,97.33900000000001
2022-08-05 12:00:00,266.0,37.4,258.0,40.8,773334.8,17.3,237284.4,9.7,91797.3,6.0,378261.0,4.4,560281.1,6.8,358668.2,17.5,88298.5,3.0,309490.5,7.2,137841.2,6.5,184446.3,8.6,328577.8,13.5,272369.6,11.6,477517.2,20.9,311506.5,20.2,106205.3,8.7,124646.48899999999,65.34800000000001
2022-08-05 13:00:00,1068.0,40.8,1126.0,44.9,773364.5,25.8,237298.9,36.9,91806.4,24.6,378265.0,11.4,560292.5,32.6,358695.1,76.0,88303.2,12.7,309503.6,28.2,137851.1,28.1,184459.8,24.9,328600.0,63.9,272389.7,57.1,477553.8,107.8,311543.8,102.7,106220.5,44.5,125264.541,129.74500000000006
2022-08-05 14:00:00,973.0,43.0,1038.0,48.8,773400.0,62.6,237321.6,33.6,91821.5,21.5,378270.2,10.2,560309.4,30.7,358742.3,69.6,88310.2,11.9,309520.9,33.1,137867.8,26.2,184482.1,37.1,328632.3,58.7,272418.3,52.1,477607.5,99.6,311593.3,97.3,106241.1,42.3,125120.543,118.83600000000004
2022-08-05 15:00:00,787.0,43.4,868.0,51.3,773446.2,56.8,237343.6,28.1,91835.6,16.7,378276.0,8.7,560328.0,25.8,358788.7,59.1,88318.2,10.1,309542.3,28.4,137885.3,22.0,184506.7,30.8,328667.4,48.9,272450.5,44.4,477667.6,83.7,311654.7,85.5,106265.7,36.8,124783.416,106.568
2022-08-05 16:00:00,666.0,41.2,750.0,47.9,773490.1,44.7,237364.8,24.5,91847.7,13.5,378282.8,2.1,560349.3,21.2,358832.5,52.3,88326.3,3.0,309564.9,9.2,137902.5,7.3,184530.6,8.9,328707.0,23.6,272486.3,37.3,477735.7,64.0,311722.0,25.5,106295.7,10.6,124728.31999999998,79.631
2022-08-05 17:00:00,476.0,40.4,527.0,45.0,773524.7,30.4,237384.6,17.1,91858.0,8.3,378287.2,4.3,560367.4,15.3,358874.3,35.3,88333.5,6.3,309581.2,16.1,137918.2,13.7,184550.5,16.1,328739.9,28.6,272516.4,26.0,477790.5,48.6,311766.1,45.9,106316.4,20.2,124689.34799999998,75.681
2022-08-05 18:00:00,200.0,37.7,212.0,39.1,773543.3,9.8,237394.7,5.3,91862.5,1.9,378289.9,1.4,560377.1,5.9,358894.9,13.1,88337.6,2.4,309591.8,6.6,137926.8,5.6,184559.9,5.2,328758.2,11.4,272532.7,10.0,477821.4,19.3,311795.8,18.8,106329.5,7.8,124643.028,35.55199999999999
2022-08-05 19:00:00,27.0,32.5,23.0,31.3,773547.4,0.0,237397.0,0.6,91863.4,0.0,378290.4,0.0,560379.8,0.3,358900.4,0.5,88338.9,0.5,309595.4,1.0,137929.4,0.6,184562.6,0.6,328764.0,0.8,272537.5,0.0,477830.7,0.7,311806.0,2.3,106333.7,1.1,124630.66900000002,10.960999999999997
2022-08-05 20:00:00,0.0,30.0,0.0,28.5,773547.4,0.0,237397.1,0.0,91863.4,0.0,378290.4,0.0,560379.8,0.0,358900.4,0.0,88339.0,0.0,309595.5,0.0,137929.4,0.0,184562.6,0.0,328764.2,0.0,272537.5,0.0,477830.7,0.0,311806.3,0.0,106333.8,0.0,124622.87400000001,0.0
2022-08-05 21:00:00,0.0,29.3,0.0,28.0,773547.4,0.0,237397.1,0.0,91863.4,0.0,378290.4,0.0,560379.8,0.0,358900.4,0.0,88339.0,0.0,309595.5,0.0,137929.4,0.0,184562.6,0.0,328764.2,0.0,272537.5,0.0,477830.7,0.0,311806.3,0.0,106333.8,0.0,124622.61600000001,0.0
2022-08-05 22:00:00,0.0,28.0,0.0,25.8,773547.4,0.0,237397.1,0.0,91863.4,0.0,378290.4,0.0,560379.8,0.0,358900.4,0.0,88339.0,0.0,309595.5,0.0,137929.4,0.0,184562.6,0.0,328764.2,0.0,272537.5,0.0,477830.7,0.0,311806.3,0.0,106333.8,0.0,124622.5,0.0
2022-08-05 23:00:00,0.0,27.8,0.0,25.8,773547.4,0.0,237397.1,0.0,91863.4,0.0,378290.4,0.0,560379.8,0.0,358900.4,0.0,88339.0,0.0,309595.5,0.0,137929.4,0.0,184562.6,0.0,328764.2,0.0,272537.5,0.0,477830.7,0.0,311806.3,0.0,106333.8,0.0,124622.5,0.0
2022-08-06 00:00:00,0.0,27.8,0.0,25.7,773547.4,0.0,237397.1,0.0,91863.4,0.0,378290.4,0.0,560379.8,0.0,358900.4,0.0,88339.0,0.0,309595.5,0.0,137929.4,0.0,184562.6,0.0,328764.2,0.0,272537.5,0.0,477830.7,0.0,311806.3,0.0,106333.8,0.0,124622.5,0.0
2022-08-06 01:00:00,0.0,27.8,0.0,25.7,773547.4,0.0,237397.1,0.0,91863.4,0.0,378290.4,0.0,560379.8,0.0,358900.4,0.0,88339.0,0.0,309595.5,0.0,137929.4,0.0,184562.6,0.0,328764.2,0.0,272537.5,0.0,477830.7,0.0,311806.3,0.0,106333.8,0.0,124622.5,0.0
2022-08-06 02:00:00,0.0,27.6,0.0,25.7,773547.4,0.0,237397.1,0.0,91863.4,0.0,378290.4,0.0,560379.8,0.0,358900.4,0.0,88339.0,0.0,309595.5,0.0,137929.4,0.0,184562.6,0.0,328764.2,0.0,272537.5,0.0,477830.7,0.0,311806.3,0.0,106333.8,0.0,124622.5,0.0
2022-08-06 03:00:00,0.0,27.3,0.0,25.7,773547.4,0.0,237397.1,0.0,91863.4,0.0,378290.4,0.0,560379.8,0.0,358900.4,0.0,88339.0,0.0,309595.5,0.0,137929.4,0.0,184562.6,0.0,328764.2,0.0,272537.5,0.0,477830.7,0.0,311806.3,0.0,106333.8,0.0,124622.5,0.0
2022-08-06 04:00:00,0.0,27.3,0.0,25.7,773547.4,0.0,237397.1,0.0,91863.4,0.0,378290.4,0.0,560379.8,0.0,358900.4,0.0,88339.0,0.0,309595.5,0.0,137929.4,0.0,184562.6,0.0,328764.2,0.0,272537.5,0.0,477830.7,0.0,311806.3,0.0,106333.8,0.0,124622.5,0.0
2022-08-06 05:00:00,0.0,27.4,0.0,25.7,773547.4,0.0,237397.1,0.0,91863.4,0.0,378290.4,0.0,560379.8,0.0,358900.4,0.0,88339.0,0.0,309595.5,0.0,137929.4,0.0,184562.6,0.0,328764.2,0.0,272537.5,0.0,477830.7,0.0,311806.3,0.0,106333.8,0.0,124622.5,0.0
2022-08-06 06:00:00,0.0,28.0,0.0,25.7,773547.4,0.0,237397.1,0.0,91863.4,0.0,378290.4,0.0,560379.8,-0.2,358900.4,0.0,88339.0,0.1,309595.5,0.0,137929.4,-0.0,184562.6,0.0,328764.2,0.0,272537.5,0.0,477830.7,0.0,311806.3,0.0,106333.8,-0.0,124622.5,0.0
2022-08-06 07:00:00,83.0,29.7,72.0,28.3,773549.2,4.6,237398.5,2.8,91864.1,1.7,378290.9,1.5,560380.5,1.9,358901.9,4.0,88339.6,1.1,309596.8,2.9,137930.3,1.9,184563.7,2.5,328766.4,4.8,272539.1,3.8,477833.7,6.9,311810.2,8.4,106335.3,3.3,124625.4,6.9
2022-08-06 08:00:00,112.0,31.9,97.0,31.3,773557.0,4.1,237403.4,3.6,91867.1,2.2,378293.3,1.9,560383.4,2.3,358909.4,5.5,88341.2,1.5,309600.6,2.9,137933.4,2.7,184567.8,3.7,328773.7,6.1,272545.0,4.6,477844.3,8.4,311820.7,8.2,106339.9,4.0,124635.4,21.0
2022-08-06 09:00:00,144.0,35.7,151.0,35.4,773568.5,14.3,237410.2,5.9,91871.6,3.4,378296.8,3.2,560387.9,5.0,358920.3,9.9,88343.3,1.9,309606.3,6.9,137937.7,3.5,184573.4,4.7,328783.5,9.3,272553.1,8.6,477859.1,15.6,311836.8,19.6,106346.7,6.7,124649.7,10.1
2022-08-06 10:00:00,254.0,37.6,241.0,36.8,773585.3,19.6,237419.3,9.5,91877.2,5.8,378301.6,4.2,560394.6,6.4,358936.0,16.5,88346.2,2.7,309614.3,7.7,137943.6,5.7,184581.4,7.5,328797.1,12.3,272564.8,10.9,477880.7,19.3,311859.3,21.3,106355.7,8.2,124677.7,55.0
2022-08-06 11:00:00,369.0,45.0,355.0,47.9,773614.6,27.0,237437.6,13.1,91889.8,8.9,378312.9,16.1,560408.6,20.2,358969.7,24.0,88352.2,7.5,309629.2,25.9,137956.4,19.7,184599.1,26.5,328825.9,36.6,272589.5,34.0,477927.0,66.5,311902.2,74.9,106375.8,28.6,124730.0,59.9
2022-08-06 12:00:00,867.0,43.1,883.0,44.9,773641.3,65.1,237452.4,31.4,91900.3,22.2,378317.9,7.2,560419.8,14.1,358998.5,63.5,88357.1,10.3,309641.3,12.6,137967.6,24.0,184614.1,33.4,328848.2,35.9,272608.3,31.0,477961.9,43.9,311936.4,31.8,106391.4,17.0,124837.2,88.4
2022-08-06 13:00:00,883.0,51.1,936.0,58.7,773686.9,65.0,237478.0,29.1,91917.8,19.0,378325.1,8.4,560440.6,24.4,359050.2,59.4,88365.6,9.6,309663.2,28.0,137987.0,21.6,184641.2,30.3,328889.4,48.3,272644.2,43.2,478028.8,80.3,311999.0,80.7,106419.4,34.1,124911.5,67.2
2022-08-06 14:00:00,844.0,50.2,915.0,56.2,773729.8,34.4,237504.4,28.7,91934.7,18.1,378332.0,8.3,560462.1,25.3,359103.6,59.2,88374.3,9.6,309683.6,27.1,138006.7,21.8,184668.5,30.5,328931.5,47.7,272680.4,43.5,478097.4,81.7,312057.2,78.9,106448.6,34.1,125017.8,65.8
2022-08-06 15:00:00,714.0,47.6,789.0,55.0,773775.4,15.0,237529.7,24.7,91950.3,14.9,378337.9,7.3,560483.8,23.0,359156.2,52.0,88382.7,8.8,309703.5,24.2,138025.8,19.7,184695.3,27.6,328972.0,43.2,272716.8,39.0,478163.5,73.2,312114.1,71.9,106473.3,31.0,125121.6,70.3
2022-08-06 16:00:00,233.0,44.3,253.0,48.2,773815.1,14.4,237551.1,8.2,91962.8,4.9,378344.0,2.3,560504.1,7.9,359201.8,16.7,88390.6,3.5,309724.2,8.2,138043.2,7.3,184719.1,9.6,329009.4,15.1,272750.0,12.5,478226.7,23.6,312173.6,22.2,106500.3,11.7,125198.8,111.5
2022-08-06 17:00:00,343.0,42.1,387.0,44.9,773844.2,23.0,237566.9,12.9,91970.9,5.9,378348.1,3.5,560519.1,13.0,359235.0,26.4,88396.5,5.0,309739.8,13.4,138055.8,9.7,184735.2,11.8,329036.4,22.8,272774.5,21.1,478272.5,39.3,312219.1,36.8,106519.9,15.7,125274.9,99.0
2022-08-06 18:00:00,159.0,38.3,171.0,37.3,773858.3,8.9,237574.7,4.7,91974.5,1.9,378350.3,1.3,560527.2,5.3,359251.3,10.9,88399.9,2.2,309748.6,6.2,138062.7,4.8,184743.1,4.9,329051.3,10.3,272787.6,9.0,478297.5,17.1,312243.3,17.8,106530.9,7.3,125320.5,14.5
2022-08-06 19:00:00,18.0,33.0,18.0,31.3,773862.0,-0.0,237576.9,0.5,91975.3,0.0,378350.8,0.0,560529.6,0.2,359256.2,0.0,88401.1,0.4,309751.8,0.9,138065.1,0.6,184745.7,0.5,329056.6,0.8,272791.9,0.0,478305.7,0.6,312252.3,2.3,106534.6,0.9,125349.0,10.6
2022-08-06 20:00:00,0.0,30.8,0.0,28.5,773862.0,0.0,237577.0,0.0,91975.3,0.0,378350.8,0.0,560529.6,0.0,359256.2,0.0,88401.3,0.0,309751.9,0.0,138065.2,0.0,184745.7,0.0,329056.9,0.0,272791.9,0.0,478305.7,0.0,312252.7,0.0,106534.7,0.0,125352.5,0.0
2022-08-06 21:00:00,0.0,29.9,0.0,28.3,773862.0,0.0,237577.0,0.0,91975.3,0.0,378350.8,0.0,560529.6,0.0,359256.2,0.0,88401.3,0.0,309751.9,0.0,138065.2,0.0,184745.7,0.0,329056.9,0.0,272791.9,0.0,478305.7,0.0,312252.7,0.0,106534.7,0.0,125352.5,0.0
2022-08-06 22:00:00,0.0,28.2,0.0,25.8,773862.0,0.0,237577.0,0.0,91975.3,0.0,378350.8,0.0,560529.6,0.0,359256.2,0.0,88401.3,0.0,309751.9,0.0,138065.2,0.0,184745.7,0.0,329056.9,0.0,272791.9,0.0,478305.7,0.0,312252.7,0.0,106534.7,0.0,125352.5,0.0
2022-08-06 23:00:00,0.0,28.2,0.0,25.8,773862.0,0.0,237577.0,0.0,91975.3,0.0,378350.8,0.0,560529.6,0.0,359256.2,0.0,88401.3,0.0,309751.9,0.0,138065.2,0.0,184745.7,0.0,329056.9,0.0,272791.9,0.0,478305.7,0.0,312252.7,0.0,106534.7,0.0,125352.5,0.0
2022-08-07 00:00:00,0.0,28.1,0.0,25.8,773862.0,0.0,237577.0,0.0,91975.3,0.0,378350.8,0.0,560529.6,0.0,359256.2,0.0,88401.3,0.0,309751.9,0.0,138065.2,0.0,184745.7,0.0,329056.9,0.0,272791.9,0.0,478305.7,0.0,312252.7,0.0,106534.7,0.0,125352.145,0.0
2022-08-07 01:00:00,0.0,27.6,0.0,25.7,773862.0,0.0,237577.0,0.0,91975.3,0.0,378350.8,0.0,560529.6,0.0,359256.2,0.0,88401.3,0.0,309751.9,0.0,138065.2,0.0,184745.7,0.0,329056.9,0.0,272791.9,0.0,478305.7,0.0,312252.7,0.0,106534.7,0.0,125352.145,0.0
2022-08-07 02:00:00,0.0,27.2,0.0,25.7,773862.0,0.0,237577.0,0.0,91975.3,0.0,378350.8,0.0,560529.6,0.0,359256.2,0.0,88401.3,0.0,309751.9,0.0,138065.2,0.0,184745.7,0.0,329056.9,0.0,272791.9,0.0,478305.7,0.0,312252.7,0.0,106534.7,0.0,125344.845,0.0
2022-08-07 03:00:00,0.0,26.8,0.0,25.7,773862.0,0.0,237577.0,0.0,91975.3,0.0,378350.8,0.0,560529.6,0.0,359256.2,0.0,88401.3,0.0,309751.9,0.0,138065.2,0.0,184745.7,0.0,329056.9,0.0,272791.9,0.0,478305.7,0.0,312252.7,0.0,106534.7,0.0,126906.17,0.0
2022-08-07 04:00:00,0.0,27.0,0.0,25.7,773862.0,0.0,237577.0,0.0,91975.3,0.0,378350.8,0.0,560529.6,0.0,359256.2,0.0,88401.3,0.0,309751.9,0.0,138065.2,0.0,184745.7,0.0,329056.9,0.0,272791.9,0.0,478305.7,0.0,312252.7,0.0,106534.7,0.0,126906.17,0.0
2022-08-07 05:00:00,0.0,28.0,0.0,25.7,773862.0,0.0,237577.0,0.0,91975.3,0.0,378350.8,0.0,560529.6,0.0,359256.2,0.0,88401.3,0.0,309751.9,0.0,138065.2,0.0,184745.7,0.0,329056.9,0.0,272791.9,0.0,478305.7,0.0,312252.7,0.0,106534.7,0.0,125352.145,0.0
2022-08-07 06:00:00,1.0,27.8,1.0,25.7,773862.0,0.0,237577.0,0.0,91975.3,0.0,378350.8,0.0,560529.6,-0.1,359256.2,0.0,88401.3,0.0,309751.9,0.0,138065.2,0.0,184745.7,0.0,329056.9,0.6,272791.9,0.0,478305.7,0.0,312252.8,0.3,106534.7,0.0,125352.145,2.5009999999999994
2022-08-07 07:00:00,62.0,29.9,48.0,28.3,773862.8,2.6,237577.8,2.2,91975.6,1.3,378350.9,0.8,560529.9,1.1,359256.9,2.6,88401.8,0.8,309752.9,1.8,138065.7,1.3,184746.2,1.7,329058.1,3.5,272792.4,2.6,478307.0,4.6,312255.4,5.1,106535.7,2.1,125349.29,67.52899999999998
2022-08-07 08:00:00,155.0,34.1,142.0,33.8,773871.3,12.1,237584.0,5.7,91979.9,3.5,378354.3,3.8,560533.1,4.0,359265.2,8.9,88403.5,2.0,309757.5,7.0,138069.1,3.5,184750.6,4.9,329066.7,9.2,272799.1,7.5,478319.2,14.2,312268.7,20.5,106541.3,7.1,125325.23700000002,40.222999999999985
2022-08-07 09:00:00,494.0,37.6,412.0,38.5,773886.3,24.6,237593.0,10.8,91986.3,16.1,378362.7,10.8,560539.8,9.8,359279.1,31.9,88406.8,6.4,309767.2,10.2,138074.8,10.6,184758.3,12.0,329082.8,20.7,272811.6,26.9,478344.6,28.7,312298.8,23.5,106555.5,11.6,125277.95600000006,60.96800000000001
2022-08-07 10:00:00,751.0,41.2,705.0,47.7,773914.7,47.7,237608.8,27.4,91997.2,18.9,378372.0,16.8,560550.8,20.0,359306.2,48.0,88411.4,3.8,309780.7,12.4,138085.3,7.0,184771.8,16.4,329106.0,41.5,272831.7,36.5,478381.6,68.7,312337.1,53.9,106572.2,28.9,125587.48200000002,77.30700000000002
2022-08-07 11:00:00,626.0,43.0,674.0,52.2,773957.8,60.9,237631.7,28.4,92012.5,15.2,378384.2,16.8,560566.3,16.9,359348.1,42.3,88418.0,9.3,309798.8,19.7,138099.6,15.7,184791.5,27.4,329138.8,39.6,272859.8,34.4,478435.4,67.7,312388.5,33.7,106594.1,27.2,125582.541,93.00700000000002
2022-08-07 12:00:00,1043.0,46.5,1055.0,55.5,774007.7,70.1,237656.1,33.8,92028.7,21.8,378398.9,9.3,560586.3,25.7,359394.8,66.4,88426.1,10.2,309821.9,30.0,138117.3,23.5,184816.3,33.3,329178.9,51.0,272895.5,45.5,478502.4,85.6,312455.8,65.5,106622.3,35.7,125212.57100000001,114.14
2022-08-07 13:00:00,1015.0,50.6,1057.0,62.7,774047.8,70.5,237676.2,33.2,92041.3,20.4,378408.0,7.1,560601.1,27.8,359434.0,66.4,88431.9,5.2,309838.2,18.6,138130.9,25.0,184834.6,34.8,329207.1,45.1,272921.9,49.5,478548.2,92.3,312502.1,34.0,106640.7,13.3,125223.47900000004,111.92100000000003
2022-08-07 14:00:00,274.0,40.1,268.0,42.3,774079.2,17.3,237693.0,10.1,92051.5,5.7,378417.0,4.5,560613.9,7.4,359466.2,18.2,88436.9,3.0,309852.4,7.8,138142.0,6.6,184849.8,8.6,329231.7,14.2,272943.9,12.4,478588.8,22.3,312542.7,21.8,106657.7,9.3,125294.1890000001,101.002
2022-08-07 15:00:00,300.0,40.4,303.0,43.3,774112.2,23.9,237709.3,11.3,92061.1,6.5,378426.4,7.2,560627.8,9.0,359497.4,21.5,88442.3,3.9,309867.4,10.5,138153.5,7.7,184865.7,10.4,329257.5,17.6,272967.0,15.6,478631.5,28.6,312586.3,31.2,106676.2,13.7,125280.1060000001,88.139
2022-08-07 16:00:00,657.0,40.8,716.0,45.2,774145.3,43.6,237726.6,24.5,92071.0,6.5,378437.0,14.2,560643.6,22.8,359532.4,50.9,88448.5,8.8,309884.9,23.8,138166.6,6.5,184883.6,9.6,329286.6,41.4,272993.3,37.8,478680.7,71.0,312637.1,68.5,106698.1,29.8,125597.17799999999,88.946
2022-08-07 17:00:00,158.0,36.0,154.0,36.8,774169.4,10.0,237737.2,5.8,92076.6,3.2,378445.4,2.4,560655.6,4.1,359551.5,9.9,88453.3,1.9,309899.5,4.9,138175.4,3.8,184895.7,5.0,329309.4,8.5,273013.6,7.4,478719.6,13.2,312679.3,13.9,106715.6,5.3,125325.74400000002,52.922
2022-08-07 18:00:00,96.0,34.1,90.0,33.7,774180.3,5.5,237743.4,3.4,92079.8,1.9,378448.7,1.8,560660.8,2.2,359562.5,5.2,88455.6,1.3,309905.5,3.2,138179.9,2.3,184901.4,3.1,329319.6,5.6,273022.5,4.6,478736.1,8.4,312696.4,9.1,106722.7,3.8,125343.558,27.770000000000003
2022-08-07 19:00:00,21.0,31.8,21.0,31.3,774183.1,0.1,237745.3,0.6,92080.7,0.0,378449.5,0.0,560662.1,0.1,359565.2,0.1,88456.5,0.4,309907.6,0.8,138181.3,0.5,184903.3,0.4,329323.0,0.8,273025.1,0.0,478741.0,0.3,312702.1,2.2,106725.0,0.8,125350.745,16.288
2022-08-07 20:00:00,0.0,30.7,0.0,28.5,774183.1,0.0,237745.4,0.0,92080.7,0.0,378449.5,0.0,560662.1,0.0,359565.2,0.0,88456.6,0.0,309907.7,0.0,138181.3,0.0,184903.3,0.0,329323.2,0.0,273025.1,0.0,478741.0,0.0,312702.5,0.0,106725.1,0.0,125352.145,0.0
2022-08-07 21:00:00,0.0,29.7,0.0,28.3,774183.1,0.0,237745.4,0.0,92080.7,0.0,378449.5,0.0,560662.1,0.0,359565.2,0.0,88456.6,0.0,309907.7,0.0,138181.3,0.0,184903.3,0.0,329323.2,0.0,273025.1,0.0,478741.0,0.0,312702.5,0.0,106725.1,0.0,125352.145,0.0
2022-08-07 22:00:00,0.0,29.9,0.0,28.3,774183.1,0.0,237745.4,0.0,92080.7,0.0,378449.5,0.0,560662.1,0.0,359565.2,0.0,88456.6,0.0,309907.7,0.0,138181.3,0.0,184903.3,0.0,329323.2,0.0,273025.1,0.0,478741.0,0.0,312702.5,0.0,106725.1,0.0,125352.145,0.0
2022-08-07 23:00:00,0.0,29.8,0.0,28.3,774183.1,0.0,237745.4,0.0,92080.7,0.0,378449.5,0.0,560662.1,0.0,359565.2,0.0,88456.6,0.0,309907.7,0.0,138181.3,0.0,184903.3,0.0,329323.2,0.0,273025.1,0.0,478741.0,0.0,312702.5,0.0,106725.1,0.0,125352.145,0.0
2022-08-08 00:00:00,0.0,29.3,0.0,28.3,774183.1,0.0,237745.4,0.0,92080.7,0.0,378449.5,0.0,560662.1,0.0,359565.2,0.0,88456.6,0.0,309907.7,0.0,138181.3,0.0,184903.3,0.0,329323.2,0.0,273025.1,0.0,478741.0,0.0,312702.5,0.0,106725.1,0.0,125352.145,0.0
2022-08-08 01:00:00,0.0,29.1,0.0,28.3,774183.1,0.0,237745.4,0.0,92080.7,0.0,378449.5,0.0,560662.1,0.0,359565.2,0.0,88456.6,0.0,309907.7,0.0,138181.3,0.0,184903.3,0.0,329323.2,0.0,273025.1,0.0,478741.0,0.0,312702.5,0.0,106725.1,0.0,125352.145,0.0
2022-08-08 02:00:00,0.0,28.2,0.0,25.8,774183.1,0.0,237745.4,0.0,92080.7,0.0,378449.5,0.0,560662.1,0.0,359565.2,0.0,88456.6,0.0,309907.7,0.0,138181.3,0.0,184903.3,0.0,329323.2,0.0,273025.1,0.0,478741.0,0.0,312702.5,0.0,106725.1,0.0,125352.145,0.0
2022-08-08 03:00:00,0.0,28.2,0.0,25.8,774183.1,0.0,237745.4,0.0,92080.7,0.0,378449.5,0.0,560662.1,0.0,359565.2,0.0,88456.6,0.0,309907.7,0.0,138181.3,0.0,184903.3,0.0,329323.2,0.0,273025.1,0.0,478741.0,0.0,312702.5,0.0,106725.1,0.0,125352.145,0.0
2022-08-08 04:00:00,0.0,28.2,0.0,25.8,774183.1,0.0,237745.4,0.0,92080.7,0.0,378449.5,0.0,560662.1,0.0,359565.2,0.0,88456.6,0.0,309907.7,0.0,138181.3,0.0,184903.3,0.0,329323.2,0.0,273025.1,0.0,478741.0,0.0,312702.5,0.0,106725.1,0.0,125352.145,0.0
2022-08-08 05:00:00,0.0,28.2,0.0,25.8,774183.1,0.0,237745.4,0.0,92080.7,0.0,378449.5,0.0,560662.1,0.0,359565.2,0.0,88456.6,0.0,309907.7,0.0,138181.3,0.0,184903.3,0.0,329323.2,0.0,273025.1,0.0,478741.0,0.0,312702.5,0.0,106725.1,0.0,125352.145,0.0
