시간,축구장_시간당발전량,학생회관_시간당발전량,중앙창고_시간당발전량,학사과정_시간당발전량,다산빌딩_시간당발전량,시설관리동_시간당발전량,대학C동_시간당발전량,동물실험동_시간당발전량,중앙도서관_시간당발전량,LG도서관_시간당발전량,신재생에너지동_시간당발전량,삼성환경동_시간당발전량,중앙연구기기센터_시간당발전량,산업협력관_시간당발전량,기숙사 B동_시간당발전량,자연과학동_시간당발전량,지면온도(°C),기온(°C),풍속,습도(%),남북바람성분,1시간기온,습도,풍향,동서바람성분
2022-07-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.6,2.84,99,2.62,27.2,78.0,157.8,-1.08
2022-07-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,25.1,2.92,99,2.68,28.2,73.0,155.2,-1.24
2022-07-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,25.0,3.1555555555555554,99,2.848148148148148,29.25925925925926,68.33333333333333,155.03703703703704,-1.3407407407407408
2022-07-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,24.9,3.274074074074074,99,2.9851851851851854,30.25925925925926,63.7037037037037,157.07407407407408,-1.274074074074074
2022-07-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.5,3.2185185185185183,99,2.9925925925925925,31.25925925925926,60.55555555555556,159.14814814814815,-1.1666666666666667
2022-07-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.4,3.173378839590444,99,2.939249146757679,31.805460750853243,56.70648464163823,159.2935153583618,-1.148805460750853
2022-07-01 06:00:00,0.0,0.7,0.4,0.0,0.1,0.6,0.4,0.7,0.0,0.5,1.1,0.0,0.4,2.0,0.7,0.0,24.0,24.0,2.978156996587031,99,2.7098976109215016,31.805460750853243,55.972696245733786,157.5631399317406,-1.136518771331058
2022-07-01 07:00:00,5.3,5.8,5.0,3.2,0.8,3.8,0.7,2.1,1.6,1.7,5.5,3.0,5.2,6.0,2.5,7.2,24.5,25.1,2.782935153583617,99,2.5293515358361773,31.805460750853243,55.11945392491467,156.19795221843003,-1.1389078498293514
2022-07-01 08:00:00,33.3,14.3,11.2,5.7,5.1,23.5,3.0,3.6,6.8,6.6,17.2,13.3,24.5,25.1,8.0,32.2,27.4,27.3,2.7203389830508478,88,2.452542372881356,31.491525423728813,56.77966101694916,154.67796610169492,-1.1677966101694914
2022-07-01 09:00:00,33.0,23.7,18.6,10.3,16.1,56.0,3.6,9.0,16.4,21.1,37.7,32.4,50.2,43.3,14.9,77.0,32.0,28.4,2.601694915254237,83,2.31864406779661,30.491525423728813,60.932203389830505,154.01694915254237,-1.116949152542373
2022-07-01 10:00:00,82.8,27.8,18.9,16.7,18.6,67.1,8.0,22.9,17.9,24.7,40.5,35.4,65.8,66.9,28.4,121.0,36.0,29.8,1.652542372881356,74,1.435593220338983,29.322033898305083,65.9322033898305,152.33898305084745,-0.7508474576271187
2022-07-01 11:00:00,107.6,32.9,21.3,13.5,24.1,85.6,10.6,24.7,22.9,32.2,20.5,45.7,18.7,18.5,18.3,150.2,35.1,30.1,1.5,70,1.3166666666666669,27.666666666666668,75.0,153.16666666666666,-0.6666666666666666
2022-07-01 12:00:00,123.4,34.6,21.6,21.2,26.6,91.6,10.8,31.5,24.4,34.4,54.7,49.1,92.3,92.7,38.3,153.1,36.1,30.6,1.3833333333333333,68,1.1333333333333333,26.33333333333333,81.66666666666667,143.83333333333334,-0.8333333333333334
2022-07-01 13:00:00,35.6,31.8,21.6,21.3,8.8,97.3,4.6,9.3,26.2,20.9,17.5,13.5,32.0,26.1,40.5,169.6,36.3,31.0,1.2833333333333334,64,0.8666666666666667,25.33333333333333,87.5,134.16666666666666,-0.9
2022-07-01 14:00:00,108.1,31.2,18.7,19.1,25.7,86.5,10.2,29.3,23.0,32.0,50.4,45.4,85.7,85.3,35.5,115.6,36.1,31.2,1.181168831168831,64,0.7487012987012988,24.837662337662337,90.0,128.97402597402598,-0.9324675324675324
2022-07-01 15:00:00,89.5,28.9,16.2,16.9,24.2,81.3,9.6,27.0,21.2,29.5,46.1,41.8,78.2,79.1,33.2,153.5,38.9,32.5,1.135064935064935,63,0.6162337662337662,24.162337662337663,90.81168831168831,122.94805194805195,-0.9675324675324676
2022-07-01 16:00:00,58.9,23.7,12.1,13.5,20.7,67.3,8.2,22.2,17.3,23.6,38.1,35.0,64.9,59.3,28.1,127.8,37.9,32.4,1.051923076923077,58,0.5240384615384616,23.240384615384617,92.40384615384616,118.92307692307692,-0.9519230769230768
2022-07-01 17:00:00,47.1,15.8,6.4,9.0,13.8,42.6,6.0,16.0,12.6,14.6,27.1,24.6,46.1,46.2,19.7,28.3,35.0,32.3,1.1771689497716895,57,0.6228310502283105,23.0,94.5662100456621,121.91324200913242,-1.0
2022-07-01 18:00:00,19.9,7.0,1.4,4.5,6.4,22.7,3.2,8.7,6.8,7.4,14.2,12.1,24.2,24.9,10.6,45.2,31.6,31.7,1.1771689497716895,54,0.5315068493150685,23.0,95.0,117.80365296803652,-1.0228310502283104
2022-07-01 19:00:00,0.3,0.8,0.0,0.8,1.0,3.1,0.7,1.9,1.4,1.5,3.4,2.2,2.2,5.4,2.3,1.5,29.0,30.3,1.282648401826484,61,0.5,22.228310502283104,95.0,112.89041095890413,-1.1598173515981736
2022-07-01 20:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,28.9,1.2137339055793992,62,0.2562231759656652,22.0,95.0,103.54077253218884,-1.1068669527896997
2022-07-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,27.4,1.192274678111588,67,-0.015450643776824,22.0,95.0,89.09871244635193,-1.121030042918455
2022-07-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.1,1.1854077253218884,73,-0.1583690987124463,24.0,90.0,81.37339055793991,-1.1141630901287554
2022-07-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,26.8,1.36,76,-0.34,25.4,85.0,75.8,-1.16
2022-07-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.9,1.38,79,-0.26,27.6,76.0,81.8,-1.14
2022-07-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,25.2,1.44,85,-0.02,29.6,65.0,91.8,-1.28
2022-07-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,24.6,1.6666666666666667,87,0.3074074074074074,30.62962962962963,57.77777777777778,103.66666666666669,-1.5074074074074073
2022-07-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.8,2.011111111111111,94,0.5925925925925926,32.18518518518518,53.14814814814815,108.07407407407408,-1.8407407407407408
2022-07-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,23.2,2.2888888888888888,97,0.674074074074074,33.25925925925926,49.07407407407408,108.33333333333331,-2.1185185185185187
2022-07-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,23.2,2.5559726962457336,97,1.097952218430034,33.829351535836174,46.58703071672355,115.79522184300342,-2.238566552901024
2022-07-02 06:00:00,1.0,1.2,0.8,0.7,0.4,1.8,0.6,1.1,0.7,0.9,1.3,0.0,0.9,3.0,1.2,14.73100000000001,22.8,23.4,2.7266211604095565,97,1.2197952218430037,34.170648464163826,45.0,116.45051194539248,-2.3703071672354947
2022-07-02 07:00:00,7.1,6.3,5.2,3.6,1.4,5.3,0.9,2.5,1.9,2.2,6.3,3.6,6.4,7.2,3.1,15.455000000000016,23.8,23.8,2.824232081911263,97,1.2003412969283276,34.51194539249147,40.85324232081911,118.15699658703072,-2.470307167235495
2022-07-02 08:00:00,31.8,14.0,10.8,7.5,5.2,22.7,2.9,8.4,6.7,6.5,16.8,13.1,23.9,24.9,10.8,34.903999999999975,26.8,26.3,2.467796610169492,85,1.4576271186440677,33.49152542372882,44.15254237288136,130.63389830508476,-1.876271186440678
2022-07-02 09:00:00,59.4,21.0,15.1,11.6,11.7,45.3,5.4,15.6,12.5,15.3,28.9,24.3,45.2,44.8,19.4,64.864,31.5,28.3,1.7881355932203389,74,1.2796610169491525,32.32203389830509,55.76271186440678,143.80338983050848,-1.0305084745762711
2022-07-02 10:00:00,92.0,28.8,19.1,6.9,18.7,68.8,6.6,21.0,20.3,24.4,42.4,38.9,72.1,70.7,31.5,101.86700000000005,37.1,30.6,1.2559322033898306,67,0.9677966101694916,30.15254237288136,60.84745762711864,152.27118644067798,-0.5305084745762711
2022-07-02 11:00:00,80.2,25.3,20.4,9.2,15.8,72.0,6.5,15.9,18.0,22.1,37.5,28.6,60.6,46.0,20.9,86.905,39.4,31.9,1.2,58,0.65,28.5,69.16666666666667,138.97,-0.6833333333333333
2022-07-02 12:00:00,76.2,18.7,13.1,7.9,16.0,58.5,6.7,29.2,12.1,18.2,37.6,35.8,70.4,56.7,31.7,98.712,42.7,32.0,1.25,57,0.4666666666666667,27.5,74.16666666666667,128.25666666666666,-0.8666666666666667
2022-07-02 13:00:00,97.1,26.1,16.0,7.6,20.8,72.6,8.3,14.8,20.1,27.6,43.2,37.8,60.3,44.1,28.4,92.29400000000004,47.8,33.0,1.5,54,0.5666666666666667,26.33333333333333,80.0,119.05333333333331,-1.25
2022-07-02 14:00:00,110.5,30.8,18.6,8.8,13.4,86.3,7.4,29.9,23.3,9.6,19.5,33.8,51.8,88.0,35.1,95.93500000000004,44.5,33.5,1.5435064935064935,53,0.4779220779220779,26.0,82.43506493506493,110.23376623376625,-1.4383116883116882
2022-07-02 15:00:00,72.6,12.4,7.3,9.0,10.8,32.3,4.9,14.2,9.2,12.7,21.6,19.4,36.6,75.3,34.1,97.76400000000008,39.8,33.5,1.6928571428571428,53,0.4512987012987013,25.18831168831169,85.81168831168831,107.38311688311688,-1.6090909090909091
2022-07-02 16:00:00,39.7,13.5,4.8,2.1,7.1,32.8,2.9,21.7,6.0,8.0,13.7,23.0,22.2,54.7,19.7,67.37299999999995,39.2,34.2,1.508653846153846,53,0.1875,25.0,85.0,100.75,-1.5048076923076923
2022-07-02 17:00:00,51.6,6.1,3.2,1.4,5.6,15.9,2.2,15.9,4.5,5.8,10.4,9.3,17.0,46.2,7.8,70.15199999999996,37.6,34.5,1.5022831050228311,48,0.1630136986301369,24.54337899543379,87.71689497716895,102.57534246575342,-1.5022831050228311
2022-07-02 18:00:00,24.1,8.3,3.4,2.4,7.6,24.5,3.3,8.8,7.1,8.5,15.3,13.1,25.4,25.2,11.1,51.83099999999999,33.1,32.0,1.519634703196347,66,0.254337899543379,24.45662100456621,86.57534246575342,106.91780821917808,-1.4968036529680366
2022-07-02 19:00:00,1.0,1.1,0.0,0.0,0.5,2.3,0.6,1.5,1.0,1.1,2.4,1.9,3.2,4.3,1.7,6.075999999999997,31.4,30.6,1.628310502283105,74,0.363013698630137,24.0,88.85844748858447,110.37899543378995,-1.5968036529680365
2022-07-02 20:00:00,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821,29.1,29.1,1.6429184549356224,80,0.3927038626609442,24.0,88.92703862660944,116.92274678111588,-1.6072961373390555
2022-07-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,28.3,1.5931330472103005,85,0.3283261802575107,24.0,88.92703862660944,118.068669527897,-1.5575107296137338
2022-07-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,27.8,1.8793991416309013,87,0.5639484978540773,25.356223175965667,81.78111587982832,126.0,-1.7510729613733906
2022-07-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,27.4,1.96,85,0.68,26.8,77.0,139.952,-1.74
2022-07-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,26.8,1.78,87,0.58,28.4,70.0,142.06,-1.58
2022-07-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,26.7,1.82,88,0.52,29.4,65.0,136.86,-1.5
2022-07-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,26.3,2.262962962962963,89,0.4666666666666667,30.51851851851852,62.407407407407405,141.34444444444443,-1.7777777777777777
2022-07-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,26.2,2.5407407407407407,90,0.7925925925925926,31.51851851851852,59.75925925925926,151.62222222222223,-1.8962962962962964
2022-07-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,25.6,3.344444444444445,96,1.7185185185185186,31.33333333333333,62.907407407407405,162.22962962962964,-2.096296296296296
2022-07-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.6,2.538225255972696,92,1.377815699658703,31.805460750853243,63.532423208191126,184.481228668942,-1.6993174061433447
2022-07-03 06:00:00,-0.1,0.6,0.2,0.0,-0.0,0.0,0.4,0.7,0.0,0.0,0.9,0.0,0.4,2.1,0.8,0.0,24.9,25.2,2.6235494880546075,94,1.4972696245733788,31.4641638225256,65.23890784982935,190.64846416382247,-1.7334470989761093
2022-07-03 07:00:00,9.6,6.4,4.9,3.6,2.2,7.7,1.2,3.3,2.4,3.0,7.1,4.8,8.6,9.3,3.9,5.9,25.8,25.7,2.2283276450511944,90,0.98259385665529,31.63481228668942,62.67918088737201,186.20819112627987,-1.5505119453924914
2022-07-03 08:00:00,26.4,10.9,7.7,6.0,5.1,19.6,2.6,7.5,5.7,6.7,14.3,11.4,21.0,21.9,9.4,7.4,28.8,27.3,2.216949152542373,80,0.8610169491525423,30.8135593220339,63.47457627118644,186.4237288135593,-1.6254237288135591
2022-07-03 09:00:00,39.3,14.2,9.9,8.9,8.9,30.5,4.1,11.2,8.6,10.9,20.6,17.5,32.2,31.7,13.6,16.5,32.7,28.6,2.071186440677966,67,0.7677966101694915,29.966101694915253,66.77966101694915,185.4508474576271,-1.416949152542373
2022-07-03 10:00:00,69.0,23.2,15.6,13.1,15.4,55.9,6.4,18.7,14.4,19.6,33.1,28.8,53.5,53.8,22.0,6.0,37.1,30.3,1.4796610169491526,62,0.3627118644067796,28.983050847457623,70.9322033898305,182.471186440678,-0.9779661016949152
2022-07-03 11:00:00,98.9,30.1,19.6,8.7,22.1,79.1,8.9,26.5,20.4,28.5,46.5,41.3,77.4,76.3,32.0,12.8,44.2,32.1,1.4333333333333331,57,0.65,28.0,74.16666666666667,176.2,-0.9333333333333332
2022-07-03 12:00:00,46.0,15.9,10.4,4.7,13.4,42.0,5.6,13.9,11.7,17.4,26.7,24.0,43.0,41.7,19.9,10.3,38.5,31.4,1.4666666666666666,63,0.6166666666666667,27.33333333333333,78.33333333333333,172.91666666666666,-0.9666666666666668
2022-07-03 13:00:00,51.5,10.7,6.4,2.7,9.4,27.1,3.4,11.2,7.1,9.8,17.1,15.5,28.3,32.2,11.6,5.5,39.2,32.1,1.4166666666666667,67,0.3666666666666666,26.166666666666668,81.66666666666667,163.73,-0.9166666666666666
2022-07-03 14:00:00,58.0,15.5,9.4,4.2,13.6,39.6,5.1,14.8,9.4,13.0,24.3,24.4,41.1,43.6,17.6,2.9,39.5,32.0,1.4012987012987013,59,0.1766233766233766,26.162337662337663,84.87012987012987,150.9577922077922,-0.8474025974025974
2022-07-03 15:00:00,97.6,28.4,16.1,8.1,24.7,80.4,9.7,26.5,21.5,30.3,47.3,42.3,78.7,75.1,33.4,14.8,42.7,33.1,1.42012987012987,58,0.0194805194805194,26.0,85.0,140.8116883116883,-0.8798701298701299
2022-07-03 16:00:00,36.8,12.0,6.4,2.7,8.8,31.5,3.6,10.2,8.0,10.2,16.7,15.0,27.3,39.7,25.3,11.7,38.2,32.3,1.1413461538461538,59,0.5134615384615384,25.51923076923077,87.40384615384616,186.22596153846155,-0.9346153846153846
2022-07-03 17:00:00,10.6,3.1,1.7,0.0,2.7,7.8,1.2,3.5,2.1,2.6,5.0,4.6,7.8,9.9,3.4,3.9,37.2,32.7,1.3616438356164384,58,0.3246575342465753,25.228310502283104,88.42465753424658,178.23287671232876,-1.1552511415525115
2022-07-03 18:00:00,0.8,0.8,0.3,0.0,0.3,0.0,0.6,1.1,0.0,0.9,0.0,0.0,1.9,3.1,1.3,1.3,31.0,30.8,1.3922374429223745,66,0.1269406392694063,25.228310502283104,90.0,176.31506849315068,-1.24337899543379
2022-07-03 19:00:00,0.9,0.9,0.3,0.0,0.4,1.5,0.6,1.1,0.7,0.9,0.9,0.0,1.0,3.3,1.2,-0.3,30.8,30.1,1.380365296803653,69,0.0607305936073059,24.771689497716896,90.0,179.8173515981735,-1.2716894977168949
2022-07-03 20:00:00,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,29.5,1.492703862660944,71,0.0420600858369098,24.429184549356226,90.0,176.90987124463518,-1.4356223175965666
2022-07-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,28.6,1.6712446351931332,75,-0.1437768240343347,25.0,90.0,175.10729613733906,-1.571244635193133
2022-07-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,28.1,2.171244635193133,78,0.1845493562231759,26.0,85.0,188.51931330472104,-2.1
2022-07-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,27.7,2.72,83,0.5,27.4,80.0,189.068,-2.62
2022-07-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,27.3,2.98,83,0.74,28.6,74.0,190.216,-2.86
2022-07-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,27.0,3.1,84,0.76,29.6,69.0,188.816,-2.94
2022-07-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,27.0,3.055555555555556,86,1.0925925925925926,30.55555555555556,65.0,183.61111111111111,-2.825925925925926
2022-07-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,26.9,2.951851851851852,86,1.1814814814814816,31.0,64.07407407407408,182.77777777777777,-2.6148148148148147
2022-07-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,24.5,3.051851851851852,99,1.2222222222222223,31.814814814814813,60.92592592592592,180.65185185185183,-2.592592592592593
2022-07-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,24.3,2.992491467576792,99,1.2293515358361775,31.65870307167236,62.44027303754266,174.73378839590444,-2.5071672354948804
2022-07-04 06:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.3,-0.0,0.6130000000000002,26.0,24.6,2.4706484641638227,99,0.9389078498293516,31.511945392491462,64.1467576791809,170.49488054607508,-2.0293515358361773
2022-07-04 07:00:00,1.1,1.0,0.4,0.0,0.6,1.8,0.6,1.3,0.8,1.0,1.0,1.6,3.0,4.0,1.6,22.252999999999997,26.7,25.2,2.226962457337884,99,0.5853242320819113,31.341296928327644,63.29351535836177,169.7542662116041,-1.9051194539249148
2022-07-04 08:00:00,31.5,13.7,8.5,7.6,9.2,28.8,4.0,7.9,7.9,12.9,15.8,13.9,25.9,22.2,11.0,54.10999999999999,28.1,25.6,2.3610169491525426,99,0.635593220338983,30.67796610169492,65.84745762711864,162.58983050847456,-1.988135593220339
2022-07-04 09:00:00,34.1,10.8,6.8,5.8,8.1,26.6,3.3,9.3,7.3,9.5,15.7,13.7,24.9,26.1,10.7,34.046,31.9,27.6,2.1271186440677967,95,0.511864406779661,29.83050847457627,68.30508474576271,154.48474576271187,-1.552542372881356
2022-07-04 10:00:00,43.8,11.3,6.7,5.9,8.7,27.4,3.3,10.7,6.9,9.3,16.2,14.8,26.3,30.2,11.2,33.14499999999999,33.8,28.8,1.3593220338983052,87,0.2101694915254237,29.16949152542373,73.30508474576271,148.8,-0.6661016949152543
2022-07-04 11:00:00,20.1,6.9,4.6,5.8,6.8,16.6,3.0,8.3,5.2,7.4,13.4,11.2,22.4,26.6,11.3,40.177,36.6,29.5,1.35,77,0.2833333333333333,28.0,79.16666666666667,148.45666666666668,-0.6333333333333333
2022-07-04 12:00:00,14.8,5.2,2.9,2.7,4.0,12.2,1.8,4.9,3.5,4.7,8.4,7.1,12.7,14.2,5.9,54.42699999999999,33.7,29.5,1.45,77,0.3,27.33333333333333,80.83333333333333,145.08,-0.65
2022-07-04 13:00:00,49.1,16.1,9.9,9.5,12.5,41.5,5.3,13.9,11.3,15.4,24.9,21.4,40.2,39.7,17.8,80.25400000000005,33.5,29.3,1.3,78,0.2666666666666666,26.33333333333333,85.0,146.92666666666668,-0.6333333333333333
2022-07-04 14:00:00,21.3,8.2,4.8,2.4,5.4,18.3,2.7,6.6,5.5,7.5,12.8,10.3,19.2,19.0,8.9,68.55399999999997,30.8,29.1,1.2785714285714285,79,0.3103896103896104,26.162337662337663,86.75324675324676,145.4090909090909,-0.8
2022-07-04 15:00:00,22.7,8.0,4.9,2.3,5.8,18.3,2.8,7.1,5.4,7.4,12.7,10.6,19.8,20.4,9.2,64.67399999999999,33.3,29.6,1.073376623376623,79,0.2753246753246753,25.837662337662337,90.0,142.08116883116884,-0.7707792207792208
2022-07-04 16:00:00,17.6,5.6,3.3,1.2,4.7,14.3,2.0,5.7,3.9,5.2,9.0,8.1,14.6,15.8,6.3,77.89799999999998,33.7,30.3,0.8721153846153846,76,0.4163461538461538,25.48076923076923,90.0,153.9278846153846,-0.7519230769230769
2022-07-04 17:00:00,50.4,17.1,8.0,4.6,14.7,46.3,6.2,17.0,13.2,15.9,28.2,25.6,47.5,48.2,20.0,62.907,35.1,31.2,0.982648401826484,69,0.4945205479452055,25.228310502283104,90.4337899543379,190.89497716894977,-0.5511415525114155
2022-07-04 18:00:00,9.4,3.4,1.5,0.7,2.8,8.5,1.4,3.5,2.6,3.2,5.9,5.0,9.2,9.9,3.9,30.507000000000037,29.6,27.2,0.9598173515981736,94,0.5031963470319635,25.0,93.42465753424658,190.22374429223743,-0.4392694063926941
2022-07-04 19:00:00,0.0,0.0,0.0,0.0,-0.4,-0.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.1,3.864,28.6,27.2,1.0054794520547945,97,0.3771689497716895,25.0,95.0,196.54337899543376,-0.2817351598173516
2022-07-04 20:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8870000000000001,27.7,27.1,0.9429184549356224,99,-0.1291845493562231,24.78540772532189,95.0,230.8111587982833,0.1060085836909871
2022-07-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,26.6,0.9072961373390558,99,-0.4291845493562232,25.0,95.0,230.75536480686696,0.1133047210300429
2022-07-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,26.5,1.250214592274678,99,-0.5145922746781116,26.0,90.0,243.3390557939914,-0.2304721030042918
2022-07-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,26.1,1.38,99,-0.7,27.0,85.0,259.056,-0.16
2022-07-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,25.9,1.52,99,-1.28,28.4,78.0,207.796,0.32
2022-07-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,25.7,1.78,99,-1.46,29.4,73.0,220.06,0.1
2022-07-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,25.6,1.511111111111111,99,-1.3111111111111111,30.74074074074074,69.07407407407408,231.8851851851852,0.0296296296296296
2022-07-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,25.5,0.9444444444444444,99,-0.7185185185185186,31.0,65.0,221.6259259259259,0.1296296296296296
2022-07-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,25.4,0.7925925925925926,99,-0.4074074074074074,32.0,61.2962962962963,256.6222222222222,0.4888888888888889
2022-07-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,25.5,1.261433447098976,99,-0.0907849829351535,32.48805460750853,60.85324232081911,252.962457337884,1.097952218430034
2022-07-05 06:00:00,0.5,0.7,0.0,0.0,0.0,1.0,0.5,0.8,0.5,0.0,0.0,0.0,0.4,2.3,0.8,15.788000000000002,26.0,25.5,1.7733788395904435,99,0.0310580204778157,32.51194539249147,62.44027303754266,246.7679180887372,1.663481228668942
