시간,축구장_시간당발전량,학생회관_시간당발전량,중앙창고_시간당발전량,학사과정_시간당발전량,다산빌딩_시간당발전량,시설관리동_시간당발전량,대학C동_시간당발전량,동물실험동_시간당발전량,중앙도서관_시간당발전량,LG도서관_시간당발전량,신재생에너지동_시간당발전량,삼성환경동_시간당발전량,중앙연구기기센터_시간당발전량,산업협력관_시간당발전량,기숙사 B동_시간당발전량,자연과학동_시간당발전량,지면온도(°C),기온(°C),풍속,습도(%),남북바람성분,1시간기온,습도,풍향,동서바람성분
2022-07-15 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,23.9,1.2703703703703704,99,-0.3296296296296296,28.925925925925927,70.0,276.3333333333333,0.7518518518518519
2022-07-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,23.7,1.5888888888888888,99,-0.5703703703703704,30.0,65.92592592592592,288.6666666666667,1.125925925925926
2022-07-15 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,23.7,1.825925925925926,99,-0.9111111111111112,31.0,60.92592592592592,298.0740740740741,1.4185185185185183
2022-07-15 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.2,2.0976109215017065,99,-0.9948805460750854,32.0,58.41296928327645,297.3344709897611,1.7245733788395905
2022-07-15 06:00:00,0.0,0.6,0.1,0.0,-0.1,0.5,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.8,0.7,-0.2,23.0,23.1,2.4,99,-1.2583617747440272,32.0,55.85324232081911,300.5324232081911,1.926962457337884
2022-07-15 07:00:00,7.2,5.4,4.1,3.1,1.7,6.7,1.1,3.5,1.9,2.5,6.2,4.3,7.9,10.9,3.3,13.7,24.2,23.5,2.548805460750853,99,-1.3829351535836178,31.829351535836174,55.972696245733786,301.48805460750856,2.063481228668942
2022-07-15 08:00:00,28.3,12.4,9.4,6.9,5.1,20.5,2.8,7.7,6.1,6.5,15.3,11.8,21.9,22.8,10.1,19.6,27.0,25.4,2.7491525423728813,97,-1.647457627118644,31.15254237288136,56.77966101694916,305.40677966101697,2.0830508474576277
2022-07-15 09:00:00,55.6,18.1,10.5,11.5,12.2,33.5,4.7,15.3,9.3,13.8,27.2,23.3,45.7,45.0,19.4,85.8,30.7,26.7,2.6186440677966103,85,-1.6983050847457628,30.15254237288136,62.6271186440678,310.59322033898303,1.91864406779661
2022-07-15 10:00:00,49.6,12.7,7.8,3.0,8.4,30.9,3.3,25.4,6.9,9.3,16.4,14.7,26.8,39.3,12.0,55.4,32.0,26.9,1.6847457627118645,82,-1.0322033898305083,28.661016949152543,70.08474576271186,308.4237288135593,1.3186440677966105
2022-07-15 11:00:00,67.4,31.1,7.6,8.9,22.5,81.7,9.7,29.2,21.1,30.7,49.5,41.6,81.5,84.2,35.3,60.1,36.4,28.8,1.3666666666666667,70,-0.7666666666666667,26.83333333333333,77.5,305.0,1.1
2022-07-15 12:00:00,94.1,27.7,17.9,7.6,22.0,73.9,7.7,24.6,18.7,19.2,36.5,39.4,73.1,71.4,28.8,133.7,38.2,29.8,1.1833333333333331,69,-0.75,25.666666666666668,83.33333333333333,309.1666666666667,0.8666666666666667
2022-07-15 13:00:00,101.0,28.0,17.2,7.4,22.1,75.2,8.2,25.0,19.3,26.2,43.1,39.4,71.5,74.9,29.3,72.5,38.8,30.2,1.1166666666666667,60,-0.8,24.83333333333333,87.5,315.6666666666667,0.75
2022-07-15 14:00:00,73.8,22.7,14.0,5.8,17.9,61.3,6.9,19.5,16.0,22.1,34.0,31.1,58.1,55.0,23.7,33.9,38.5,30.4,1.1051948051948053,60,-0.7805194805194805,24.0,89.05844155844156,315.93506493506493,0.7032467532467532
2022-07-15 15:00:00,43.8,13.2,7.9,3.5,11.7,35.3,4.5,13.0,9.5,12.8,21.1,18.9,35.0,35.2,15.1,46.8,36.7,30.2,1.1435064935064936,65,-0.8188311688311688,23.675324675324678,90.0,321.8506493506493,0.6331168831168831
2022-07-15 16:00:00,58.3,20.6,10.2,4.7,17.4,59.7,6.4,19.2,16.1,21.9,29.8,29.7,56.1,56.5,21.8,86.9,38.3,30.7,1.135576923076923,60,-0.6307692307692307,23.240384615384617,93.60576923076924,292.9423076923077,0.8375
2022-07-15 17:00:00,46.1,14.4,5.7,2.8,9.8,39.8,4.2,12.5,10.5,12.4,17.7,17.5,31.0,42.3,18.5,28.1,38.9,31.0,1.1315068493150684,57,-0.5150684931506849,22.771689497716896,94.5662100456621,302.1415525114155,0.930593607305936
2022-07-15 18:00:00,21.1,6.8,2.0,2.1,6.6,22.8,3.1,8.5,6.9,7.7,14.3,12.1,24.2,25.0,10.7,18.0,36.8,30.7,1.408675799086758,58,-0.7607305936073059,22.45662100456621,95.0,311.6575342465753,1.010958904109589
2022-07-15 19:00:00,0.8,0.9,0.0,0.0,1.0,3.4,0.7,1.9,1.5,1.4,3.3,2.3,2.9,4.9,2.2,3.2,30.1,29.9,1.2511415525114156,64,-0.726027397260274,22.45662100456621,95.0,236.2146118721461,0.7936073059360731
2022-07-15 20:00:00,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,28.2,1.1360515021459228,70,-0.5995708154506437,22.07296137339056,95.0,199.6952789699571,0.5510729613733906
2022-07-15 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,26.8,1.150214592274678,76,-0.4206008583690987,22.21459227467811,95.0,249.49356223175965,0.4648068669527897
2022-07-15 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,25.8,1.157510729613734,80,-0.0918454935622317,23.429184549356226,90.0,250.38197424892704,0.7004291845493562
2022-07-15 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,25.2,1.18,82,0.06,25.0,85.0,218.2,1.06
2022-07-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,24.6,1.74,86,-0.14,26.0,80.0,271.4,1.68
2022-07-16 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,24.0,2.34,91,-0.36,27.8,72.0,276.0,2.28
2022-07-16 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,23.4,2.925925925925926,97,-0.5555555555555556,29.0,65.37037037037037,279.7407407407408,2.851851851851852
2022-07-16 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,22.9,3.22962962962963,98,-0.825925925925926,30.0,61.2962962962963,284.77777777777777,3.074074074074074
2022-07-16 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119999999999999,21.8,22.8,3.362962962962963,99,-1.0185185185185186,30.74074074074074,59.629629629629626,288.2962962962963,3.1481481481481484
2022-07-16 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,22.6,3.463481228668942,99,-1.0249146757679182,31.341296928327644,55.85324232081911,287.0580204778157,3.241296928327645
2022-07-16 06:00:00,0.5,0.8,0.3,0.0,0.1,0.0,0.5,0.8,0.5,0.5,0.9,0.0,0.4,2.3,0.9,11.964999999999998,21.9,22.4,3.6341296928327647,99,-0.9689419795221844,31.511945392491462,51.58703071672355,285.6211604095563,3.414334470989761
2022-07-16 07:00:00,4.5,4.0,3.1,2.2,0.9,4.6,0.9,2.0,1.6,1.9,4.8,2.9,5.2,5.9,2.7,24.704,23.4,23.4,3.551194539249147,98,-0.8665529010238908,31.341296928327644,53.29351535836177,284.40273037542664,3.365529010238908
2022-07-16 08:00:00,29.0,13.0,10.0,7.0,5.0,21.0,2.7,7.9,6.2,6.4,15.7,12.2,22.4,23.1,10.0,34.69599999999997,27.5,24.5,3.435593220338983,95,-0.6745762711864407,30.338983050847457,56.69491525423729,281.8474576271187,3.26271186440678
2022-07-16 09:00:00,56.6,20.7,15.0,11.5,11.9,45.3,5.4,15.4,12.3,15.5,28.5,23.7,44.6,44.8,19.2,77.79700000000001,33.9,25.8,3.140677966101695,89,-0.311864406779661,29.0,62.54237288135593,276.6779661016949,3.013559322033898
2022-07-16 10:00:00,78.9,22.0,17.1,7.4,16.8,65.3,7.8,20.9,15.6,21.8,36.9,26.6,59.3,48.0,27.6,91.41599999999995,40.2,27.8,1.959322033898305,77,0.1288135593220339,28.0,69.15254237288136,267.7118644067797,1.876271186440678
2022-07-16 11:00:00,83.1,31.6,21.1,9.2,23.3,82.3,9.8,29.7,23.1,31.2,48.7,44.2,86.1,85.2,35.3,81.61700000000002,43.5,28.9,1.5166666666666666,74,0.3833333333333333,26.0,77.5,257.0,1.3833333333333333
2022-07-16 12:00:00,80.9,29.0,15.4,7.5,21.0,67.7,8.3,25.1,20.7,28.0,44.8,36.2,71.5,65.4,30.6,96.29999999999998,44.9,29.5,1.4833333333333334,63,0.5166666666666667,25.33333333333333,84.16666666666667,251.83333333333331,1.3166666666666669
2022-07-16 13:00:00,39.9,33.3,21.5,9.5,27.1,92.9,10.2,31.5,24.2,33.4,52.5,49.2,90.0,91.7,35.9,118.53700000000006,41.9,29.5,1.3166666666666669,65,0.5666666666666667,24.83333333333333,86.66666666666667,247.16666666666663,1.1166666666666667
2022-07-16 14:00:00,29.9,11.3,15.5,10.5,29.2,39.7,8.9,32.0,22.4,31.9,41.4,50.9,96.6,94.4,41.2,105.61500000000004,53.7,31.9,1.292207792207792,55,0.5681818181818182,24.48701298701299,90.0,246.2987012987013,1.0649350649350648
2022-07-16 15:00:00,95.8,27.8,16.2,7.9,24.6,80.9,9.6,27.0,21.4,29.9,46.9,42.3,79.2,78.4,32.8,109.35,53.1,31.4,1.3896103896103895,56,0.6383116883116883,24.162337662337663,90.0,241.7922077922078,1.1948051948051948
2022-07-16 16:00:00,67.3,22.0,11.5,6.3,20.2,64.4,8.0,21.7,17.2,22.9,38.0,33.6,63.7,63.6,27.0,84.81099999999998,50.6,30.9,1.5971153846153847,55,0.6048076923076923,23.721153846153847,95.0,243.08653846153845,1.452884615384615
2022-07-16 17:00:00,45.1,15.0,6.5,4.2,13.7,41.3,5.9,15.2,12.2,14.5,26.6,23.9,45.4,45.1,19.9,37.50099999999999,44.9,30.4,1.639269406392694,59,0.6196347031963471,23.684931506849317,95.0,240.44292237442923,1.4337899543378996
2022-07-16 18:00:00,19.3,6.0,1.7,1.6,6.2,20.5,2.4,8.1,5.5,5.8,12.0,10.8,20.3,22.6,8.3,52.04599999999999,39.2,29.6,1.576255707762557,60,0.4881278538812785,23.45662100456621,95.0,243.59360730593608,1.347945205479452
2022-07-16 19:00:00,0.7,0.8,0.0,0.0,0.5,1.3,0.6,1.1,0.7,0.8,0.9,0.0,1.8,3.1,1.2,12.063,30.3,27.3,1.584931506849315,69,0.4251141552511415,23.45662100456621,95.0,252.4840182648402,1.4479452054794522
2022-07-16 20:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,27.4,26.2,1.4437768240343347,79,0.2648068669527897,23.21459227467811,95.0,260.47639484978544,1.3793991416309013
2022-07-16 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,25.6,1.35793991416309,87,0.3291845493562231,23.429184549356226,95.0,257.2575107296137,1.2291845493562232
2022-07-16 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,25.2,1.5150214592274678,86,0.2433476394849785,24.21459227467811,90.0,262.6952789699571,1.386266094420601
2022-07-16 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,25.1,1.62,88,0.2,25.0,86.0,263.0,1.46
2022-07-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,25.0,1.92,91,0.22,26.0,81.0,264.4,1.8
2022-07-17 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,24.6,1.88,95,-0.04,27.4,75.0,270.0,1.82
2022-07-17 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,24.5,1.9555555555555555,97,-0.1185185185185185,28.25925925925926,70.55555555555556,271.44444444444446,1.9
2022-07-17 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.1,2.333333333333333,98,0.0777777777777777,28.814814814814813,66.85185185185185,267.1481481481481,2.2777777777777777
2022-07-17 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,24.0,2.7666666666666666,99,-0.1,29.814814814814813,64.07407407407408,272.1111111111111,2.740740740740741
2022-07-17 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,23.8,2.583276450511945,99,-0.277815699658703,29.829351535836174,62.44027303754266,277.4095563139932,2.532081911262799
2022-07-17 06:00:00,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,5.18,24.3,23.8,2.463481228668942,99,-0.3535836177474403,29.829351535836174,62.44027303754266,279.9726962457338,2.361092150170649
2022-07-17 07:00:00,5.2,2.2,1.1,1.0,1.3,4.7,0.9,2.1,1.5,2.0,3.9,2.9,5.3,6.0,2.5,42.812,24.9,24.1,2.324232081911263,99,-0.5,29.805460750853243,60.85324232081911,289.77815699658703,2.0023890784982936
2022-07-17 08:00:00,12.9,5.4,3.2,3.2,3.8,12.1,1.9,4.6,3.6,4.9,8.7,6.9,12.9,13.2,6.0,43.121,27.9,25.1,2.088135593220339,99,-0.3169491525423729,29.322033898305083,62.54237288135593,287.64406779661016,1.8169491525423729
2022-07-17 09:00:00,31.7,11.1,7.0,6.3,8.2,26.6,3.5,9.1,7.3,9.9,16.7,14.1,26.2,25.5,11.2,56.46100000000005,32.0,26.1,1.728813559322034,98,0.0864406779661016,28.491525423728813,67.45762711864407,222.4915254237288,1.3254237288135593
2022-07-17 10:00:00,25.8,7.6,4.5,3.7,5.3,18.7,2.3,6.3,4.6,6.2,10.6,9.3,16.5,17.3,7.4,45.898,33.9,26.5,1.2169491525423728,94,0.3728813559322034,27.0,74.15254237288136,208.05084745762716,0.4457627118644068
2022-07-17 11:00:00,23.6,7.9,4.7,4.4,6.0,19.0,2.6,6.8,5.2,7.1,12.0,10.2,18.8,19.3,8.3,46.55,29.2,25.3,1.35,99,0.5666666666666667,26.166666666666668,79.16666666666667,200.0,0.3666666666666666
2022-07-17 12:00:00,54.9,16.0,9.7,7.5,12.4,40.7,4.7,13.6,10.5,14.2,22.9,20.5,36.8,37.9,14.3,70.60300000000005,37.0,26.9,1.25,94,0.8,25.83333333333333,82.5,185.83333333333331,0.05
2022-07-17 13:00:00,58.0,18.6,11.8,10.3,14.3,48.9,5.9,16.1,12.4,16.8,27.4,24.7,45.4,45.9,18.9,74.35400000000003,42.7,28.3,1.3333333333333333,84,1.1166666666666667,25.0,85.0,174.5,-0.2
2022-07-17 14:00:00,42.7,13.5,8.2,7.6,10.8,34.4,4.3,12.1,9.2,12.6,20.8,18.2,33.6,34.2,14.3,82.51000000000003,39.3,28.6,1.4,78,1.164935064935065,25.0,87.43506493506493,165.75324675324674,-0.4590909090909091
2022-07-17 15:00:00,42.2,12.9,7.9,7.3,10.5,33.0,4.2,11.9,8.9,12.1,20.1,17.7,32.8,33.8,14.0,68.87700000000001,40.0,29.3,1.5512987012987014,76,1.335064935064935,25.0,88.24675324675324,156.73376623376623,-0.6837662337662338
2022-07-17 16:00:00,20.9,7.1,4.2,4.0,5.1,16.6,2.4,6.3,4.8,6.5,11.1,9.3,17.2,17.6,7.5,47.73899999999997,36.1,28.7,1.6,77,1.2644230769230769,24.278846153846157,88.60576923076923,143.22115384615384,-0.9596153846153846
2022-07-17 17:00:00,26.7,8.8,4.9,5.1,6.9,22.1,3.0,7.9,6.2,8.4,13.9,11.9,22.1,22.7,9.8,59.877999999999965,34.3,28.6,1.7118721461187214,87,1.1054794520547946,24.315068493150687,88.42465753424658,131.43835616438355,-1.1922374429223743
2022-07-17 18:00:00,8.5,3.2,1.8,1.6,2.3,7.0,1.2,3.1,2.2,3.0,5.4,4.4,8.0,8.5,3.6,24.28600000000001,31.7,27.8,1.6803652968036529,92,1.2118721461187214,24.315068493150687,89.5662100456621,136.15068493150685,-1.154337899543379
2022-07-17 19:00:00,-1.2,0.2,0.0,0.0,-0.2,-0.4,0.3,0.4,0.1,0.0,0.6,0.0,0.0,1.0,0.0,16.022999999999993,29.1,27.3,2.032876712328767,92,1.065296803652968,24.0,90.0,123.28767123287672,-1.6785388127853882
2022-07-17 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,26.7,1.8218884120171677,96,0.9064377682403434,24.0,91.78111587982832,150.2660944206009,-1.086695278969957
2022-07-17 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,27.0,2.3854077253218886,97,0.9849785407725322,24.0,91.78111587982832,139.3047210300429,-1.3489270386266097
2022-07-17 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,26.6,2.284549356223176,98,0.707725321888412,24.356223175965667,90.0,90.206008583691,-2.005579399141631
2022-07-17 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,26.3,26.2,2.7,98,1.04,25.0,89.0,111.2,-2.22
2022-07-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,26.5,3.22,95,1.9,25.6,88.0,124.6,-2.38
2022-07-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.5,3.44,99,1.94,26.2,87.0,125.8,-2.46
2022-07-18 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,23.5,3.1148148148148147,99,2.1925925925925926,26.37037037037037,87.22222222222223,133.55555555555554,-1.862962962962963
2022-07-18 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,21.4,2.8814814814814813,99,1.7518518518518518,26.74074074074074,86.29629629629629,132.11111111111111,-1.8592592592592592
2022-07-18 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5599999999999998,22.3,20.7,3.085185185185185,99,2.2444444444444445,27.11111111111111,84.44444444444444,139.44444444444446,-1.6407407407407408
2022-07-18 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279999999999999,21.7,20.6,3.036518771331058,99,2.4245733788395905,27.170648464163826,83.1740614334471,156.15017064846415,-0.868259385665529
2022-07-18 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,21.0,2.8901023890784985,99,2.6877133105802047,27.341296928327644,83.1740614334471,167.92491467576792,-0.4440273037542662
2022-07-18 07:00:00,0.7,0.8,0.2,0.0,0.1,1.4,0.5,0.9,0.6,0.5,0.0,0.0,0.7,2.5,1.0,10.009999999999998,22.4,21.2,2.548805460750853,99,2.463481228668942,27.170648464163826,84.02730375426621,175.3924914675768,-0.2559726962457337
2022-07-18 08:00:00,0.0,0.3,0.0,0.0,-0.0,0.3,0.4,0.7,0.2,0.0,0.7,0.0,0.0,2.0,0.8,6.936999999999997,22.7,21.5,2.73728813559322,99,2.51864406779661,27.338983050847457,83.22033898305085,175.28813559322035,-0.1491525423728813
2022-07-18 09:00:00,11.3,3.8,2.3,1.9,2.4,0.0,1.4,3.1,2.5,3.4,6.1,4.9,8.9,7.5,3.8,44.13099999999999,24.9,22.3,2.816949152542373,99,2.705084745762712,27.16949152542373,84.91525423728814,178.135593220339,0.0271186440677966
2022-07-18 10:00:00,2.2,1.4,0.6,0.3,0.8,3.1,0.6,1.3,1.0,1.2,2.1,1.8,3.3,3.6,1.4,26.206000000000003,25.4,22.8,2.752542372881356,99,2.3220338983050848,26.661016949152543,86.61016949152543,168.3050847457627,-0.4016949152542373
2022-07-18 11:00:00,8.0,2.3,1.3,1.2,1.8,5.5,1.0,2.8,1.7,2.0,4.3,3.6,6.3,7.8,2.8,52.28899999999999,25.2,23.0,2.716666666666667,99,2.35,26.33333333333333,89.16666666666667,172.5,-0.2333333333333333
2022-07-18 12:00:00,0.8,0.9,0.3,0.0,0.2,1.6,0.6,1.2,0.7,0.9,0.9,0.0,2.2,3.3,1.1,14.912,25.2,23.2,2.6166666666666667,99,2.333333333333333,26.166666666666668,90.0,177.5,-0.0666666666666666
2022-07-18 13:00:00,11.6,4.6,2.8,2.6,3.5,10.8,1.8,4.5,3.3,4.5,8.0,6.5,12.0,12.0,5.1,50.76800000000003,25.6,23.8,2.6333333333333333,99,2.4,25.83333333333333,90.83333333333331,180.0,0.0
2022-07-18 14:00:00,9.8,3.5,1.9,0.6,2.4,8.1,1.2,3.3,2.1,2.8,5.5,4.6,8.3,9.2,3.6,21.828,26.2,24.1,2.488961038961039,99,2.249350649350649,26.0,91.75324675324676,188.2207792207792,0.4142857142857143
2022-07-18 15:00:00,30.5,10.2,6.1,3.9,6.6,25.7,2.7,6.9,6.3,8.2,12.5,11.3,19.4,20.6,7.6,66.297,28.0,25.3,2.3402597402597403,99,1.8987012987012988,25.649350649350648,94.18831168831169,198.07142857142856,0.6655844155844156
2022-07-18 16:00:00,3.9,2.4,1.3,1.2,1.4,5.0,1.0,1.9,1.7,2.3,4.0,2.7,5.2,5.0,2.6,52.206,27.1,25.1,2.103846153846154,99,1.2509615384615385,25.0,95.0,214.3653846153846,0.6096153846153847
2022-07-18 17:00:00,-0.6,0.3,0.0,0.0,-0.2,-0.0,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.8,0.0,3.865999999999999,27.4,25.5,1.8881278538812785,99,0.7981735159817351,25.228310502283104,95.0,226.8858447488585,0.6835616438356165
2022-07-18 18:00:00,-0.3,0.0,0.0,0.0,-0.1,-0.1,0.3,0.5,0.1,0.0,0.0,0.0,0.0,1.3,0.0,7.572,27.2,25.7,1.708675799086758,99,0.4579908675799087,25.0,95.0,238.7442922374429,0.8205479452054795
2022-07-18 19:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,-0.1,0.8330000000000003,26.6,25.8,1.515068493150685,99,0.0634703196347031,24.91324200913242,95.0,244.66666666666663,0.8118721461187215
2022-07-18 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,25.6,1.4360515021459228,99,-0.2416309012875536,24.429184549356226,95.0,249.51931330472104,0.6716738197424893
2022-07-18 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,25.6,1.1712446351931332,99,-0.3416309012875536,24.429184549356226,95.0,282.1416309012876,0.6
2022-07-18 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,25.5,1.492274678111588,99,-0.7772532188841201,25.429184549356226,92.14592274678112,299.16738197424894,0.8141630901287553
2022-07-18 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,25.3,1.84,99,-1.3,26.0,88.0,311.4,0.98
2022-07-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,24.8,1.94,99,-1.4,27.0,83.0,315.8,1.16
2022-07-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,24.3,2.12,99,-1.52,28.0,79.0,316.0,1.46
2022-07-19 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.0,2.2814814814814817,99,-1.5592592592592591,29.0,71.85185185185185,314.0740740740741,1.648148148148148
2022-07-19 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.9,2.6296296296296298,99,-1.548148148148148,29.814814814814813,67.77777777777777,306.962962962963,2.081481481481481
2022-07-19 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,23.8,2.988888888888889,99,-1.4444444444444444,30.814814814814813,62.77777777777778,299.9259259259259,2.511111111111111
2022-07-19 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,23.3,3.295221843003413,99,-1.309556313993174,30.829351535836174,60.85324232081911,294.3856655290102,2.922184300341297
2022-07-19 06:00:00,0.0,0.1,0.0,0.0,-0.2,-0.1,0.3,0.4,0.0,0.0,0.5,0.0,0.0,1.0,0.0,3.2,23.7,23.1,3.5,99,-1.3972696245733789,30.65870307167236,60.0,294.09215017064844,3.126962457337884
2022-07-19 07:00:00,2.2,1.5,0.9,0.9,0.8,2.2,0.7,1.6,1.0,1.2,3.0,2.0,3.7,4.8,2.0,27.9,23.7,23.0,3.621843003412969,99,-1.533788395904437,30.511945392491462,59.14675767918089,295.4334470989761,3.1976109215017066
2022-07-19 08:00:00,29.9,8.5,4.8,4.1,4.7,10.9,1.8,6.1,5.9,6.9,12.2,12.6,15.5,11.9,7.1,39.4,27.9,24.7,3.31864406779661,99,-1.3932203389830509,30.16949152542373,63.30508474576271,294.6779661016949,2.9305084745762717
